,CaptureEventID,Date,Time (24 hour),Month (1=Jan.),Year,Species,Number Of Animals,Standing,Resting,Moving,Eating,Interacting,Babies,Camera Site,Longitude (m),Latitude (m),Habitat,Amount of Shade,Distance to River (m),Distance to Confluence (m),Distance to Kopje (m),Tree Density Measure,Lion Risk (Wet),Lion Risk (Dry),Greeness (Wet),Greeness (Dry),Camera Mount
101,ASG0002kot,10/11/10,5:39:50 PM,10,2010,zebra,1,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
102,ASG0002kow,10/12/10,4:21:48 PM,10,2010,zebra,1,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
103,ASG0002koy,10/12/10,6:06:42 PM,10,2010,zebra,1,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
104,ASG0002koz,10/12/10,6:56:38 PM,10,2010,zebra,1,1,0,0,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
105,ASG0002kp0,10/13/10,9:13:14 AM,10,2010,zebra,1,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
106,ASG0002kp1,10/13/10,6:09:30 PM,10,2010,zebra,1,0,0,0,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
107,ASG0002kp2,10/13/10,8:30:12 PM,10,2010,zebra,1,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
108,ASG0002kp3,10/14/10,11:22:20 AM,10,2010,gazelleGrants,4,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
109,ASG0002kp6,10/14/10,7:32:28 PM,10,2010,hyenaSpotted,1,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
110,ASG0002kp7,10/14/10,8:46:36 PM,10,2010,zebra,1,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
111,ASG0002kpb,10/16/10,4:31:06 AM,10,2010,zebra,1,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
112,ASG0002kpc,10/16/10,8:12:38 AM,10,2010,zebra,3,0,0,0,1,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
113,ASG0002kpg,10/16/10,8:30:30 AM,10,2010,wildebeest,1,0,0,1,0,0,0,B05,694892,9727162,Open Woodland/Shrubs,1.5,1013.889717,699.7965626,5742.552009,5,0.0005352,0.000582477,6215.944444,3936.333333,Tree
114,ASG0000019,7/21/10,5:55:46 AM,7,2010,elephant,1,0,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
115,ASG000001a,7/21/10,5:27:14 PM,7,2010,elephant,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
116,ASG000001b,7/22/10,4:49:22 AM,7,2010,leopard,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
117,ASG000001d,7/22/10,7:47:24 AM,7,2010,giraffe,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
118,ASG000001h,7/23/10,8:27:38 AM,7,2010,dikDik,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
119,ASG000001k,7/25/10,7:14:14 AM,7,2010,gazelleThomsons,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
120,ASG000001m,7/25/10,8:49:18 AM,7,2010,impala,6,1,0,0,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
121,ASG000001t,7/28/10,12:18:24 AM,7,2010,reedbuck,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
122,ASG000001u,7/28/10,12:25:14 AM,7,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
123,ASG000001x,7/29/10,10:47:32 AM,7,2010,zebra,5,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
124,ASG0000023,7/31/10,10:51:36 AM,7,2010,elephant,2,0,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
125,ASG0000025,7/31/10,12:19:46 PM,7,2010,elephant,6,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
126,ASG0000026,7/31/10,3:26:40 PM,7,2010,gazelleGrants,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
127,ASG000002c,8/1/10,4:28:02 PM,8,2010,zebra,1,0,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
128,ASG000002e,8/2/10,3:22:52 PM,8,2010,elephant,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
129,ASG000002m,8/3/10,5:35:48 AM,8,2010,elephant,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
130,ASG000002n,8/3/10,8:57:56 AM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
131,ASG000002o,8/3/10,11:11:06 AM,8,2010,impala,2,1,0,0,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
132,ASG000002q,8/3/10,11:27:02 AM,8,2010,gazelleGrants,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
133,ASG000002s,8/3/10,12:43:40 PM,8,2010,gazelleGrants,1,0,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
134,ASG000002t,8/3/10,1:12:12 PM,8,2010,impala,1,0,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
135,ASG000002u,8/3/10,1:36:34 PM,8,2010,elephant,3,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
136,ASG000002y,8/4/10,4:55:18 AM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
137,ASG0000030,8/4/10,12:07:12 PM,8,2010,gazelleGrants,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
138,ASG0000031,8/4/10,12:20:04 PM,8,2010,impala,1,0,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
139,ASG0000033,8/5/10,10:57:14 AM,8,2010,gazelleGrants,2,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
140,ASG0000036,8/6/10,4:53:24 PM,8,2010,impala,1,0,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
141,ASG0000038,8/7/10,9:07:04 AM,8,2010,impala,1,0,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
142,ASG0002kpr,8/11/10,8:06:18 AM,8,2010,impala,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
143,ASG0002kpt,8/11/10,5:12:48 PM,8,2010,gazelleGrants,2,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
144,ASG0002kpw,8/14/10,8:54:04 AM,8,2010,impala,3,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
145,ASG0002kpx,8/14/10,8:55:40 AM,8,2010,reedbuck,4,0,0,1,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
146,ASG0002kpy,8/16/10,12:42:18 PM,8,2010,elephant,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
147,ASG0002kpz,8/17/10,5:23:14 PM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
148,ASG0002kq0,8/19/10,3:12:02 AM,8,2010,porcupine,2,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
149,ASG0002kq2,8/19/10,7:15:26 AM,8,2010,impala,3,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
150,ASG0002kq4,8/19/10,8:38:36 AM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
151,ASG0002kq5,8/19/10,8:52:14 AM,8,2010,gazelleThomsons,1,0,0,0,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
152,ASG0002kq7,8/21/10,1:11:36 AM,8,2010,hyenaSpotted,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
153,ASG0002kq8,8/21/10,10:58:34 PM,8,2010,hyenaSpotted,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
154,ASG0002kq9,8/22/10,7:02:16 AM,8,2010,gazelleGrants,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
155,ASG0002kqq,8/24/10,2:25:56 PM,8,2010,zebra,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
156,ASG0002kqt,8/24/10,7:03:32 PM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
157,ASG0002kqu,8/24/10,9:45:02 PM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
158,ASG0002kqv,8/25/10,7:26:48 AM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
159,ASG0002kqw,8/25/10,7:28:50 AM,8,2010,zebra,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
160,ASG0002kqz,8/25/10,7:42:10 AM,8,2010,gazelleGrants,3,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
161,ASG0002kr1,8/25/10,8:05:48 AM,8,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
162,ASG0002kr2,8/25/10,1:41:26 PM,8,2010,impala,6,0,0,0,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
163,ASG0002kr5,8/25/10,2:00:54 PM,8,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
164,ASG0002kr6,8/26/10,5:14:16 PM,8,2010,impala,2,0,0,1,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
165,ASG0002kr7,8/26/10,5:18:08 PM,8,2010,zebra,1,0,0,0,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
166,ASG0002kra,8/27/10,8:59:12 AM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
167,ASG0002krc,8/27/10,10:48:58 PM,8,2010,hyenaSpotted,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
168,ASG0002krd,8/28/10,8:57:40 AM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
169,ASG0002kre,8/29/10,3:22:38 AM,8,2010,porcupine,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
170,ASG0002krf,8/29/10,7:29:28 AM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
171,ASG0002krg,8/29/10,9:18:16 AM,8,2010,guineaFowl,5,0,0,1,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
172,ASG0002krh,8/29/10,10:41:30 AM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
173,ASG0002krl,8/30/10,8:24:46 AM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
174,ASG0002krq,8/30/10,5:09:10 PM,8,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
175,ASG0002krt,8/31/10,7:28:12 AM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
176,ASG0002kry,8/31/10,5:13:02 PM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
177,ASG0002ks0,9/1/10,12:51:32 AM,9,2010,porcupine,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
178,ASG0002ks1,9/1/10,5:41:48 PM,9,2010,warthog,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
179,ASG0002ks2,9/1/10,7:02:36 PM,9,2010,reedbuck,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
180,ASG0002ks3,9/2/10,1:30:38 AM,9,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
181,ASG0002ks5,9/2/10,7:48:50 AM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
182,ASG0002ksb,9/2/10,5:30:36 PM,9,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
183,ASG0002ksc,9/2/10,6:55:56 PM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
184,ASG0002ksd,9/3/10,3:03:52 AM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
185,ASG0002ksg,9/3/10,6:04:48 PM,9,2010,zebra,2,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
186,ASG0002l9y,9/8/10,1:37:00 AM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
187,ASG0002la1,9/8/10,5:56:02 PM,9,2010,gazelleThomsons,1,1,0,0,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
188,ASG0002la2,9/9/10,11:15:28 AM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
189,ASG0002la3,9/9/10,2:19:44 PM,9,2010,gazelleGrants,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
190,ASG0002la4,9/9/10,2:40:14 PM,9,2010,gazelleThomsons,1,1,0,0,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
191,ASG0002la5,9/10/10,11:55:32 AM,9,2010,zebra,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
192,ASG0002la8,9/10/10,12:09:38 PM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
193,ASG0002la9,9/10/10,2:07:52 PM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
194,ASG0002laa,9/10/10,3:27:20 PM,9,2010,gazelleThomsons,1,0,0,0,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
195,ASG0002lac,9/11/10,12:49:48 AM,9,2010,hyenaSpotted,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
196,ASG0002lad,9/12/10,2:31:38 PM,9,2010,giraffe,1,0,0,0,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
197,ASG0002lae,9/13/10,11:23:44 AM,9,2010,gazelleThomsons,2,0,0,0,1,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
198,ASG0002lah,9/14/10,12:23:28 PM,9,2010,zebra,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
199,ASG0002lai,9/14/10,2:08:44 PM,9,2010,gazelleGrants,2,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
200,ASG0002laj,9/14/10,2:32:12 PM,9,2010,gazelleThomsons,1,0,0,0,1,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree